,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,r0
239,0.0478,1.381140454,2.916805896,1.354737601,59.41,5.668060302734375
240,0.048,1.384236449,2.885631072,1.359985448,62.2,5.592770576477051
241,0.0482,1.388331988,2.89581648,1.366537717,62.4,5.592456817626953
242,0.0484,1.390552745,2.897639815,1.383328059,57.54,5.580157279968262
243,0.0486,1.391748954,2.908316029,1.373826953,61.13,5.58615255355835
244,0.0488,1.396140239,2.899802526,1.370822772,64.87,5.550908088684082
245,0.049,1.39869416,2.894197453,1.398951096,57.52,5.524534225463867
246,0.0492,1.401772694,2.870837897,1.389970937,63.19,5.4643378257751465
247,0.0494,1.404593318,2.872942192,1.396214268,63.36,5.451937675476074
248,0.0496,1.411395044,2.889414838,1.391696866,65.99,5.458828449249268
249,0.0498,1.412180758,2.943555454,1.375729964,59.87,5.545313358306885
250,0.05,1.419153636,2.914607566,1.381838288,64.89,5.468923091888428
251,0.0502,1.420540221,2.906386705,1.396207902,62.16,5.440450191497803
252,0.0504,1.422823762,2.905679148,1.409841099,60.36,5.424172878265381
253,0.0506,1.427353379,2.895046389,1.42703278,63.33,5.385697841644287
254,0.0508,1.433053073,2.888936882,1.431194093,61.93,5.353424072265625
255,0.051,1.433130741,2.923985715,1.401902383,60.57,5.406700134277344
256,0.0512,1.439196,2.916164457,1.43534985,60.06,5.370939254760742
257,0.0514,1.441370952,2.873848212,1.446918154,62.87,5.2791290283203125
258,0.0516,1.446595968,2.915907858,1.432082778,60.64,5.336212158203125
259,0.0518,1.447795624,2.898248779,1.436560722,58.57,5.291594982147217
260,0.052,1.453661094,2.922412147,1.436540133,63.38,5.314610481262207
